label,value,team,situation,n_games
sv%,0.818,CHI,4on5,last 5 games
Blocked shot attempt %,0.39,CHI,4on5,last 5 games
Blocked shot attempt % against,0.86,CHI,4on5,last 5 games
Expected Goals For,0.59,CHI,4on5,last 5 games
XG Differential,0.41,CHI,4on5,last 5 games
Shot (FW) Volume,0.81,CHI,4on5,last 5 games
Shot (FW) Differential,0.72,CHI,4on5,last 5 games
Penalty Differential,0.22,CHI,4on5,last 5 games
offense_p60_perc,0.97,CHI,4on5,last 5 games
defense_p60_perc,0.25,CHI,4on5,last 5 games
cum_dif_p60_perc,0.41,CHI,4on5,last 5 games
offense,1.28,CHI,4on5,last 5 games
defense,3.5,CHI,4on5,last 5 games
cum_dif,-2.2199999999999998,CHI,4on5,last 5 games
Points,0.09,CHI,5on4,all
Goals For,0.16,CHI,5on4,all
Goal Differential,0.09,CHI,5on4,all
Shooting %,0.14,CHI,5on4,all
Save %,0.12,CHI,5on4,all
sv%,0.833,CHI,5on4,all
Blocked shot attempt %,0.61,CHI,5on4,all
Blocked shot attempt % against,0.88,CHI,5on4,all
Expected Goals For,0.16,CHI,5on4,all
XG Differential,0.11,CHI,5on4,all
Shot (FW) Volume,0.22,CHI,5on4,all
Shot (FW) Differential,0.19,CHI,5on4,all
Penalty Differential,0.23,CHI,5on4,all
offense_p60_perc,0.12,CHI,5on4,all
defense_p60_perc,0.09,CHI,5on4,all
cum_dif_p60_perc,0.09,CHI,5on4,all
offense,54.1,CHI,5on4,all
defense,15.559999999999999,CHI,5on4,all
cum_dif,38.540000000000006,CHI,5on4,all
Points,0.73,CHI,5on4,last 20 games
Goals For,0.09,CHI,5on4,last 20 games
Goal Differential,0.09,CHI,5on4,last 20 games
Shooting %,0.09,CHI,5on4,last 20 games
Save %,0.12,CHI,5on4,last 20 games
sv%,0.8,CHI,5on4,last 20 games
Blocked shot attempt %,0.25,CHI,5on4,last 20 games
Blocked shot attempt % against,0.81,CHI,5on4,last 20 games
Expected Goals For,0.03,CHI,5on4,last 20 games
XG Differential,0.06,CHI,5on4,last 20 games
Shot (FW) Volume,0.12,CHI,5on4,last 20 games
Shot (FW) Differential,0.19,CHI,5on4,last 20 games
Penalty Differential,0.3,CHI,5on4,last 20 games
offense_p60_perc,0.03,CHI,5on4,last 20 games
defense_p60_perc,0.44,CHI,5on4,last 20 games
cum_dif_p60_perc,0.09,CHI,5on4,last 20 games
offense,10.64,CHI,5on4,last 20 games
defense,3.66,CHI,5on4,last 20 games
cum_dif,6.98,CHI,5on4,last 20 games
Points,0.7,CHI,5on4,last 10 games
Goals For,0.09,CHI,5on4,last 10 games
Goal Differential,0.22,CHI,5on4,last 10 games
Shooting %,0.16,CHI,5on4,last 10 games
Save %,0.81,CHI,5on4,last 10 games
sv%,1.0,CHI,5on4,last 10 games
Blocked shot attempt %,0.3,CHI,5on4,last 10 games
Blocked shot attempt % against,0.78,CHI,5on4,last 10 games
Expected Goals For,0.03,CHI,5on4,last 10 games
XG Differential,0.06,CHI,5on4,last 10 games
Shot (FW) Volume,0.09,CHI,5on4,last 10 games
Shot (FW) Differential,0.22,CHI,5on4,last 10 games
Penalty Differential,0.44,CHI,5on4,last 10 games
offense_p60_perc,0.03,CHI,5on4,last 10 games
defense_p60_perc,0.72,CHI,5on4,last 10 games
cum_dif_p60_perc,0.09,CHI,5on4,last 10 games
offense,4.08,CHI,5on4,last 10 games
defense,0.83,CHI,5on4,last 10 games
cum_dif,3.25,CHI,5on4,last 10 games
Points,0.97,CHI,5on4,last 5 games
Goals For,0.38,CHI,5on4,last 5 games
Goal Differential,0.48,CHI,5on4,last 5 games
Shooting %,0.59,CHI,5on4,last 5 games
Save %,0.73,CHI,5on4,last 5 games
sv%,1.0,CHI,5on4,last 5 games
Blocked shot attempt %,0.28,CHI,5on4,last 5 games
Blocked shot attempt % against,0.8,CHI,5on4,last 5 games
Expected Goals For,0.09,CHI,5on4,last 5 games
XG Differential,0.12,CHI,5on4,last 5 games
Shot (FW) Volume,0.03,CHI,5on4,last 5 games
Shot (FW) Differential,0.03,CHI,5on4,last 5 games
Penalty Differential,0.67,CHI,5on4,last 5 games
offense_p60_perc,0.12,CHI,5on4,last 5 games
defense_p60_perc,0.67,CHI,5on4,last 5 games
cum_dif_p60_perc,0.19,CHI,5on4,last 5 games
offense,2.91,CHI,5on4,last 5 games
defense,0.31,CHI,5on4,last 5 games
cum_dif,2.6,CHI,5on4,last 5 games
Points,0.64,COL,all,all
Goals For,0.53,COL,all,all
Goal Differential,0.73,COL,all,all
Shooting %,0.28,COL,all,all
Save %,0.94,COL,all,all
sv%,0.917,COL,all,all
Blocked shot attempt %,0.16,COL,all,all
Blocked shot attempt % against,0.25,COL,all,all
Expected Goals For,0.42,COL,all,all
XG Differential,0.47,COL,all,all
Shot (FW) Volume,0.52,COL,all,all
Shot (FW) Differential,0.47,COL,all,all
Penalty Differential,0.69,COL,all,all
offense_p60_perc,0.38,COL,all,all
defense_p60_perc,0.75,COL,all,all
cum_dif_p60_perc,0.7,COL,all,all
offense,358.5,COL,all,all
defense,328.73,COL,all,all
cum_dif,29.769999999999982,COL,all,all
Points,0.92,COL,all,last 20 games
Goals For,0.8,COL,all,last 20 games
Goal Differential,0.92,COL,all,last 20 games
Shooting %,0.62,COL,all,last 20 games
Save %,0.94,COL,all,last 20 games
sv%,0.927,COL,all,last 20 games
Blocked shot attempt %,0.59,COL,all,last 20 games
Blocked shot attempt % against,0.41,COL,all,last 20 games
Expected Goals For,0.47,COL,all,last 20 games
XG Differential,0.48,COL,all,last 20 games
Shot (FW) Volume,0.53,COL,all,last 20 games
Shot (FW) Differential,0.38,COL,all,last 20 games
Penalty Differential,0.53,COL,all,last 20 games
offense_p60_perc,0.61,COL,all,last 20 games
defense_p60_perc,0.84,COL,all,last 20 games
cum_dif_p60_perc,0.84,COL,all,last 20 games
offense,135.59,COL,all,last 20 games
defense,111.05,COL,all,last 20 games
cum_dif,24.540000000000006,COL,all,last 20 games
Points,0.98,COL,all,last 10 games
Goals For,0.66,COL,all,last 10 games
Goal Differential,0.84,COL,all,last 10 games
Shooting %,0.47,COL,all,last 10 games
Save %,0.91,COL,all,last 10 games
sv%,0.926,COL,all,last 10 games
Blocked shot attempt %,0.88,COL,all,last 10 games
Blocked shot attempt % against,0.78,COL,all,last 10 games
Expected Goals For,0.48,COL,all,last 10 games
XG Differential,0.38,COL,all,last 10 games
Shot (FW) Volume,0.53,COL,all,last 10 games
Shot (FW) Differential,0.34,COL,all,last 10 games
Penalty Differential,0.25,COL,all,last 10 games
offense_p60_perc,0.56,COL,all,last 10 games
defense_p60_perc,0.69,COL,all,last 10 games
cum_dif_p60_perc,0.77,COL,all,last 10 games
offense,66.92,COL,all,last 10 games
defense,59.41,COL,all,last 10 games
cum_dif,7.510000000000005,COL,all,last 10 games
Points,0.97,COL,all,last 5 games
Goals For,0.88,COL,all,last 5 games
Goal Differential,0.94,COL,all,last 5 games
Shooting %,0.94,COL,all,last 5 games
Save %,0.91,COL,all,last 5 games
sv%,0.937,COL,all,last 5 games
Blocked shot attempt %,0.44,COL,all,last 5 games
Blocked shot attempt % against,0.91,COL,all,last 5 games
Expected Goals For,0.33,COL,all,last 5 games
XG Differential,0.42,COL,all,last 5 games
Shot (FW) Volume,0.22,COL,all,last 5 games
Shot (FW) Differential,0.25,COL,all,last 5 games
Penalty Differential,0.45,COL,all,last 5 games
offense_p60_perc,0.7,COL,all,last 5 games
defense_p60_perc,0.84,COL,all,last 5 games
cum_dif_p60_perc,0.84,COL,all,last 5 games
offense,36.230000000000004,COL,all,last 5 games
defense,25.439999999999998,COL,all,last 5 games
cum_dif,10.790000000000006,COL,all,last 5 games
Points,0.64,COL,5on5,all
Goals For,0.31,COL,5on5,all
Goal Differential,0.67,COL,5on5,all
Shooting %,0.09,COL,5on5,all
Save %,0.97,COL,5on5,all
sv%,0.928,COL,5on5,all
Blocked shot attempt %,0.11,COL,5on5,all
Blocked shot attempt % against,0.28,COL,5on5,all
Expected Goals For,0.38,COL,5on5,all
XG Differential,0.56,COL,5on5,all
Shot (FW) Volume,0.58,COL,5on5,all
Shot (FW) Differential,0.47,COL,5on5,all
Penalty Differential,0.59,COL,5on5,all
offense_p60_perc,0.31,COL,5on5,all
defense_p60_perc,0.84,COL,5on5,all
cum_dif_p60_perc,0.64,COL,5on5,all
offense,250.4,COL,5on5,all
defense,231.75,COL,5on5,all
cum_dif,18.650000000000006,COL,5on5,all
Points,0.92,COL,5on5,last 20 games
Goals For,0.86,COL,5on5,last 20 games
Goal Differential,0.95,COL,5on5,last 20 games
Shooting %,0.75,COL,5on5,last 20 games
Save %,0.94,COL,5on5,last 20 games
sv%,0.934,COL,5on5,last 20 games
Blocked shot attempt %,0.5,COL,5on5,last 20 games
Blocked shot attempt % against,0.5,COL,5on5,last 20 games
Expected Goals For,0.55,COL,5on5,last 20 games
XG Differential,0.78,COL,5on5,last 20 games
Shot (FW) Volume,0.62,COL,5on5,last 20 games
Shot (FW) Differential,0.34,COL,5on5,last 20 games
Penalty Differential,0.66,COL,5on5,last 20 games
offense_p60_perc,0.72,COL,5on5,last 20 games
defense_p60_perc,0.94,COL,5on5,last 20 games
cum_dif_p60_perc,0.89,COL,5on5,last 20 games
offense,104.71000000000001,COL,5on5,last 20 games
defense,79.96000000000001,COL,5on5,last 20 games
cum_dif,24.75,COL,5on5,last 20 games
Points,0.98,COL,5on5,last 10 games
Goals For,0.77,COL,5on5,last 10 games
Goal Differential,0.88,COL,5on5,last 10 games
Shooting %,0.59,COL,5on5,last 10 games
Save %,0.97,COL,5on5,last 10 games
sv%,0.936,COL,5on5,last 10 games
Blocked shot attempt %,0.59,COL,5on5,last 10 games
Blocked shot attempt % against,0.81,COL,5on5,last 10 games
Expected Goals For,0.62,COL,5on5,last 10 games
XG Differential,0.48,COL,5on5,last 10 games
Shot (FW) Volume,0.45,COL,5on5,last 10 games
Shot (FW) Differential,0.22,COL,5on5,last 10 games
Penalty Differential,0.38,COL,5on5,last 10 games
offense_p60_perc,0.75,COL,5on5,last 10 games
defense_p60_perc,0.69,COL,5on5,last 10 games
cum_dif_p60_perc,0.84,COL,5on5,last 10 games
offense,52.82,COL,5on5,last 10 games
defense,42.760000000000005,COL,5on5,last 10 games
cum_dif,10.059999999999995,COL,5on5,last 10 games
Points,0.97,COL,5on5,last 5 games
Goals For,0.94,COL,5on5,last 5 games
Goal Differential,0.97,COL,5on5,last 5 games
Shooting %,0.97,COL,5on5,last 5 games
Save %,0.97,COL,5on5,last 5 games
sv%,0.949,COL,5on5,last 5 games
Blocked shot attempt %,0.12,COL,5on5,last 5 games
Blocked shot attempt % against,0.73,COL,5on5,last 5 games
Expected Goals For,0.22,COL,5on5,last 5 games
XG Differential,0.38,COL,5on5,last 5 games
Shot (FW) Volume,0.09,COL,5on5,last 5 games
Shot (FW) Differential,0.09,COL,5on5,last 5 games
Penalty Differential,0.5,COL,5on5,last 5 games
offense_p60_perc,0.75,COL,5on5,last 5 games
defense_p60_perc,0.86,COL,5on5,last 5 games
cum_dif_p60_perc,0.91,COL,5on5,last 5 games
offense,28.380000000000003,COL,5on5,last 5 games
defense,19.1,COL,5on5,last 5 games
cum_dif,9.280000000000001,COL,5on5,last 5 games
Points,0.64,COL,4on5,all
Goals For,0.52,COL,4on5,all
Goal Differential,0.38,COL,4on5,all
Shooting %,0.78,COL,4on5,all
Save %,0.31,COL,4on5,all
sv%,0.852,COL,4on5,all
Blocked shot attempt %,0.91,COL,4on5,all
Blocked shot attempt % against,0.16,COL,4on5,all
Expected Goals For,0.12,COL,4on5,all
XG Differential,0.16,COL,4on5,all
Shot (FW) Volume,0.14,COL,4on5,all
Shot (FW) Differential,0.44,COL,4on5,all
Penalty Differential,0.34,COL,4on5,all
offense_p60_perc,0.36,COL,4on5,all
defense_p60_perc,0.31,COL,4on5,all
cum_dif_p60_perc,0.28,COL,4on5,all
offense,8.79,COL,4on5,all
defense,79.0,COL,4on5,all
cum_dif,-70.21000000000001,COL,4on5,all
Points,0.92,COL,4on5,last 20 games
Goals For,0.34,COL,4on5,last 20 games
Goal Differential,0.47,COL,4on5,last 20 games
Shooting %,0.41,COL,4on5,last 20 games
Save %,0.53,COL,4on5,last 20 games
sv%,0.875,COL,4on5,last 20 games
Blocked shot attempt %,0.75,COL,4on5,last 20 games
Blocked shot attempt % against,0.2,COL,4on5,last 20 games
Expected Goals For,0.23,COL,4on5,last 20 games
XG Differential,0.09,COL,4on5,last 20 games
Shot (FW) Volume,0.12,COL,4on5,last 20 games
Shot (FW) Differential,0.34,COL,4on5,last 20 games
Penalty Differential,0.22,COL,4on5,last 20 games
offense_p60_perc,0.28,COL,4on5,last 20 games
defense_p60_perc,0.31,COL,4on5,last 20 games
cum_dif_p60_perc,0.25,COL,4on5,last 20 games
offense,2.3899999999999997,COL,4on5,last 20 games
defense,25.97,COL,4on5,last 20 games
cum_dif,-23.58,COL,4on5,last 20 games
Points,0.98,COL,4on5,last 10 games
Goals For,0.53,COL,4on5,last 10 games
Goal Differential,0.5,COL,4on5,last 10 games
Shooting %,0.5,COL,4on5,last 10 games
Save %,0.33,COL,4on5,last 10 games
sv%,0.846,COL,4on5,last 10 games
Blocked shot attempt %,0.72,COL,4on5,last 10 games
Blocked shot attempt % against,0.34,COL,4on5,last 10 games
Expected Goals For,0.58,COL,4on5,last 10 games
XG Differential,0.12,COL,4on5,last 10 games
Shot (FW) Volume,0.41,COL,4on5,last 10 games
Shot (FW) Differential,0.84,COL,4on5,last 10 games
Penalty Differential,0.53,COL,4on5,last 10 games
offense_p60_perc,0.59,COL,4on5,last 10 games
defense_p60_perc,0.31,COL,4on5,last 10 games
cum_dif_p60_perc,0.31,COL,4on5,last 10 games
offense,2.2800000000000002,COL,4on5,last 10 games
defense,14.04,COL,4on5,last 10 games
cum_dif,-11.759999999999998,COL,4on5,last 10 games
Points,0.97,COL,4on5,last 5 games
Goals For,0.31,COL,4on5,last 5 games
Goal Differential,0.38,COL,4on5,last 5 games
Shooting %,0.31,COL,4on5,last 5 games
Save %,0.09,COL,4on5,last 5 games
sv%,0.727,COL,4on5,last 5 games
Blocked shot attempt %,0.83,COL,4on5,last 5 games
Blocked shot attempt % against,0.73,COL,4on5,last 5 games
Expected Goals For,0.41,COL,4on5,last 5 games
XG Differential,0.62,COL,4on5,last 5 games
Shot (FW) Volume,0.28,COL,4on5,last 5 games
Shot (FW) Differential,0.91,COL,4on5,last 5 games
Penalty Differential,0.34,COL,4on5,last 5 games
offense_p60_perc,0.34,COL,4on5,last 5 games
defense_p60_perc,0.56,COL,4on5,last 5 games
cum_dif_p60_perc,0.44,COL,4on5,last 5 games
offense,0.3,COL,4on5,last 5 games
defense,5.38,COL,4on5,last 5 games
cum_dif,-5.08,COL,4on5,last 5 games
Points,0.64,COL,5on4,all
Goals For,0.62,COL,5on4,all
Goal Differential,0.69,COL,5on4,all
Shooting %,0.56,COL,5on4,all
Save %,0.95,COL,5on4,all
sv%,0.957,COL,5on4,all
Blocked shot attempt %,0.95,COL,5on4,all
Blocked shot attempt % against,0.33,COL,5on4,all
Expected Goals For,0.31,COL,5on4,all
XG Differential,0.56,COL,5on4,all
Shot (FW) Volume,0.34,COL,5on4,all
Shot (FW) Differential,0.53,COL,5on4,all
Penalty Differential,0.81,COL,5on4,all
offense_p60_perc,0.5,COL,5on4,all
defense_p60_perc,1.0,COL,5on4,all
cum_dif_p60_perc,0.62,COL,5on4,all
offense,71.61,COL,5on4,all
defense,4.5,COL,5on4,all
cum_dif,67.11,COL,5on4,all
Points,0.92,COL,5on4,last 20 games
Goals For,0.28,COL,5on4,last 20 games
Goal Differential,0.47,COL,5on4,last 20 games
Shooting %,0.2,COL,5on4,last 20 games
Save %,0.92,COL,5on4,last 20 games
sv%,1.0,COL,5on4,last 20 games
Blocked shot attempt %,0.97,COL,5on4,last 20 games
Blocked shot attempt % against,0.56,COL,5on4,last 20 games
Expected Goals For,0.06,COL,5on4,last 20 games
XG Differential,0.3,COL,5on4,last 20 games
Shot (FW) Volume,0.31,COL,5on4,last 20 games
Shot (FW) Differential,0.41,COL,5on4,last 20 games
Penalty Differential,0.67,COL,5on4,last 20 games
offense_p60_perc,0.22,COL,5on4,last 20 games
defense_p60_perc,0.97,COL,5on4,last 20 games
cum_dif_p60_perc,0.41,COL,5on4,last 20 games
offense,17.77,COL,5on4,last 20 games
defense,0.81,COL,5on4,last 20 games
cum_dif,16.96,COL,5on4,last 20 games
Points,0.98,COL,5on4,last 10 games
Goals For,0.3,COL,5on4,last 10 games
Goal Differential,0.47,COL,5on4,last 10 games
Shooting %,0.22,COL,5on4,last 10 games
Save %,0.81,COL,5on4,last 10 games
sv%,1.0,COL,5on4,last 10 games
Blocked shot attempt %,0.97,COL,5on4,last 10 games
Blocked shot attempt % against,0.72,COL,5on4,last 10 games
Expected Goals For,0.22,COL,5on4,last 10 games
XG Differential,0.38,COL,5on4,last 10 games
Shot (FW) Volume,0.44,COL,5on4,last 10 games
Shot (FW) Differential,0.59,COL,5on4,last 10 games
Penalty Differential,0.22,COL,5on4,last 10 games
offense_p60_perc,0.22,COL,5on4,last 10 games
defense_p60_perc,0.88,COL,5on4,last 10 games
cum_dif_p60_perc,0.44,COL,5on4,last 10 games
offense,8.559999999999999,COL,5on4,last 10 games
defense,0.46,COL,5on4,last 10 games
cum_dif,8.099999999999998,COL,5on4,last 10 games
Points,0.97,COL,5on4,last 5 games
Goals For,0.66,COL,5on4,last 5 games
Goal Differential,0.72,COL,5on4,last 5 games
Shooting %,0.56,COL,5on4,last 5 games
Save %,0.73,COL,5on4,last 5 games
sv%,1.0,COL,5on4,last 5 games
Blocked shot attempt %,1.0,COL,5on4,last 5 games
Blocked shot attempt % against,0.72,COL,5on4,last 5 games
Expected Goals For,0.48,COL,5on4,last 5 games
XG Differential,0.52,COL,5on4,last 5 games
Shot (FW) Volume,0.59,COL,5on4,last 5 games
Shot (FW) Differential,0.62,COL,5on4,last 5 games
Penalty Differential,0.41,COL,5on4,last 5 games
offense_p60_perc,0.58,COL,5on4,last 5 games
defense_p60_perc,0.56,COL,5on4,last 5 games
cum_dif_p60_perc,0.62,COL,5on4,last 5 games
offense,5.82,COL,5on4,last 5 games
defense,0.44,COL,5on4,last 5 games
cum_dif,5.38,COL,5on4,last 5 games
Points,0.77,DAL,all,all
Goals For,0.53,DAL,all,all
Goal Differential,0.86,DAL,all,all
Shooting %,0.55,DAL,all,all
Save %,0.97,DAL,all,all
sv%,0.919,DAL,all,all
Blocked shot attempt %,0.03,DAL,all,all
Blocked shot attempt % against,0.42,DAL,all,all
Expected Goals For,0.66,DAL,all,all
XG Differential,0.83,DAL,all,all
Shot (FW) Volume,0.59,DAL,all,all
Shot (FW) Differential,0.44,DAL,all,all
Penalty Differential,0.31,DAL,all,all
offense_p60_perc,0.67,DAL,all,all
defense_p60_perc,0.94,DAL,all,all
cum_dif_p60_perc,0.84,DAL,all,all
offense,388.07,DAL,all,all
defense,323.11,DAL,all,all
cum_dif,64.95999999999998,DAL,all,all
Points,0.48,DAL,all,last 20 games
Goals For,0.11,DAL,all,last 20 games
Goal Differential,0.61,DAL,all,last 20 games
Shooting %,0.06,DAL,all,last 20 games
Save %,0.97,DAL,all,last 20 games
sv%,0.928,DAL,all,last 20 games
Blocked shot attempt %,0.22,DAL,all,last 20 games
Blocked shot attempt % against,0.7,DAL,all,last 20 games
Expected Goals For,0.34,DAL,all,last 20 games
XG Differential,0.78,DAL,all,last 20 games
Shot (FW) Volume,0.72,DAL,all,last 20 games
Shot (FW) Differential,0.53,DAL,all,last 20 games
Penalty Differential,0.67,DAL,all,last 20 games
offense_p60_perc,0.17,DAL,all,last 20 games
defense_p60_perc,1.0,DAL,all,last 20 games
cum_dif_p60_perc,0.67,DAL,all,last 20 games
offense,110.44,DAL,all,last 20 games
defense,99.72999999999999,DAL,all,last 20 games
cum_dif,10.710000000000008,DAL,all,last 20 games
Points,0.36,DAL,all,last 10 games
Goals For,0.09,DAL,all,last 10 games
Goal Differential,0.33,DAL,all,last 10 games
Shooting %,0.03,DAL,all,last 10 games
Save %,0.86,DAL,all,last 10 games
sv%,0.923,DAL,all,last 10 games
Blocked shot attempt %,0.12,DAL,all,last 10 games
Blocked shot attempt % against,0.41,DAL,all,last 10 games
Expected Goals For,0.41,DAL,all,last 10 games
XG Differential,0.77,DAL,all,last 10 games
Shot (FW) Volume,0.81,DAL,all,last 10 games
Shot (FW) Differential,0.59,DAL,all,last 10 games
Penalty Differential,1.0,DAL,all,last 10 games
offense_p60_perc,0.09,DAL,all,last 10 games
defense_p60_perc,0.84,DAL,all,last 10 games
cum_dif_p60_perc,0.47,DAL,all,last 10 games
offense,51.86,DAL,all,last 10 games
defense,52.54,DAL,all,last 10 games
cum_dif,-0.6799999999999997,DAL,all,last 10 games
Points,0.27,DAL,all,last 5 games
Goals For,0.09,DAL,all,last 5 games
Goal Differential,0.34,DAL,all,last 5 games
Shooting %,0.03,DAL,all,last 5 games
Save %,0.77,DAL,all,last 5 games
sv%,0.921,DAL,all,last 5 games
Blocked shot attempt %,0.09,DAL,all,last 5 games
Blocked shot attempt % against,0.44,DAL,all,last 5 games
Expected Goals For,0.23,DAL,all,last 5 games
XG Differential,0.56,DAL,all,last 5 games
Shot (FW) Volume,0.78,DAL,all,last 5 games
Shot (FW) Differential,0.55,DAL,all,last 5 games
Penalty Differential,0.94,DAL,all,last 5 games
offense_p60_perc,0.12,DAL,all,last 5 games
defense_p60_perc,0.77,DAL,all,last 5 games
cum_dif_p60_perc,0.33,DAL,all,last 5 games
offense,23.16,DAL,all,last 5 games
defense,28.02,DAL,all,last 5 games
cum_dif,-4.859999999999999,DAL,all,last 5 games
Points,0.77,DAL,5on5,all
Goals For,0.67,DAL,5on5,all
Goal Differential,0.84,DAL,5on5,all
Shooting %,0.62,DAL,5on5,all
Save %,0.94,DAL,5on5,all
sv%,0.927,DAL,5on5,all
Blocked shot attempt %,0.03,DAL,5on5,all
Blocked shot attempt % against,0.47,DAL,5on5,all
Expected Goals For,0.52,DAL,5on5,all
XG Differential,0.7,DAL,5on5,all
Shot (FW) Volume,0.5,DAL,5on5,all
Shot (FW) Differential,0.44,DAL,5on5,all
Penalty Differential,0.45,DAL,5on5,all
offense_p60_perc,0.59,DAL,5on5,all
defense_p60_perc,0.94,DAL,5on5,all
cum_dif_p60_perc,0.88,DAL,5on5,all
offense,280.82,DAL,5on5,all
defense,234.01999999999998,DAL,5on5,all
cum_dif,46.80000000000001,DAL,5on5,all
Points,0.48,DAL,5on5,last 20 games
Goals For,0.23,DAL,5on5,last 20 games
Goal Differential,0.78,DAL,5on5,last 20 games
Shooting %,0.19,DAL,5on5,last 20 games
Save %,0.97,DAL,5on5,last 20 games
sv%,0.938,DAL,5on5,last 20 games
Blocked shot attempt %,0.23,DAL,5on5,last 20 games
Blocked shot attempt % against,0.72,DAL,5on5,last 20 games
Expected Goals For,0.41,DAL,5on5,last 20 games
XG Differential,0.86,DAL,5on5,last 20 games
Shot (FW) Volume,0.66,DAL,5on5,last 20 games
Shot (FW) Differential,0.53,DAL,5on5,last 20 games
Penalty Differential,0.47,DAL,5on5,last 20 games
offense_p60_perc,0.3,DAL,5on5,last 20 games
defense_p60_perc,1.0,DAL,5on5,last 20 games
cum_dif_p60_perc,0.8,DAL,5on5,last 20 games
offense,89.24000000000001,DAL,5on5,last 20 games
defense,72.59,DAL,5on5,last 20 games
cum_dif,16.650000000000006,DAL,5on5,last 20 games
Points,0.36,DAL,5on5,last 10 games
Goals For,0.14,DAL,5on5,last 10 games
Goal Differential,0.48,DAL,5on5,last 10 games
Shooting %,0.09,DAL,5on5,last 10 games
Save %,0.91,DAL,5on5,last 10 games
sv%,0.932,DAL,5on5,last 10 games
Blocked shot attempt %,0.03,DAL,5on5,last 10 games
Blocked shot attempt % against,0.38,DAL,5on5,last 10 games
Expected Goals For,0.36,DAL,5on5,last 10 games
XG Differential,0.62,DAL,5on5,last 10 games
Shot (FW) Volume,0.61,DAL,5on5,last 10 games
Shot (FW) Differential,0.5,DAL,5on5,last 10 games
Penalty Differential,0.88,DAL,5on5,last 10 games
offense_p60_perc,0.12,DAL,5on5,last 10 games
defense_p60_perc,0.91,DAL,5on5,last 10 games
cum_dif_p60_perc,0.52,DAL,5on5,last 10 games
offense,41.09,DAL,5on5,last 10 games
defense,39.260000000000005,DAL,5on5,last 10 games
cum_dif,1.8299999999999983,DAL,5on5,last 10 games
